Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Administrative,Informational,ProductRelated,Administrative Informational,Administrative ProductRelated,Informational ProductRelated,log_PageValues,BounceRates_bin,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6460327821885538,234.0,0.0,0.066666667,-0.31717784430961626,0.0,1,2,6,6,Returning_Visitor,True,False,-0.6969929641233985,-0.39647790101721353,-0.6460327821885538,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.5336067858922724,1676.0,0.0,0.025,-0.31717784430961626,0.0,2,2,1,1,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.5336067858922724,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.48863638737375986,1836.666667,0.04,0.08,-0.31717784430961626,0.0,1,1,3,1,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.48863638737375986,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.39869559033673474,5327.0,0.014285714,0.028571429,-0.31717784430961626,0.0,2,2,1,1,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.39869559033673474,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,0.45574198151500367,108484.62856400001,0.015384615,0.020352564,-0.31717784430961626,0.0,2,2,7,1,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,0.45574198151500367,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.5336067858922724,3104.0,0.025,0.05625,-0.31717784430961626,0.0,3,2,1,4,Returning_Visitor,True,False,-0.6969929641233985,-0.39647790101721353,-0.5336067858922724,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.09488245843843363,18.0,-0.39647790101721353,0.0,-0.6010623836700413,1490.0,0.0,0.028571429,-0.31717784430961626,0.8,2,2,8,4,Returning_Visitor,False,False,-0.09488245843843363,-0.39647790101721353,-0.6010623836700413,0.0,10.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.5560919851515287,441.0,0.028571429,0.071428571,-0.31717784430961626,0.6,2,2,1,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.5560919851515287,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.5111215866330161,4338.0,0.0,0.022222222,-0.31717784430961626,0.0,2,5,1,6,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.5111215866330161,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.39593771128091604,9.0,-0.39647790101721353,0.0,0.320830785959466,187882.121194,0.0,0.001794872,-0.31717784430961626,0.0,2,2,8,4,Returning_Visitor,False,False,-0.39593771128091604,-0.39647790101721353,0.320830785959466,0.0,46.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6460327821885538,66.0,0.0,0.066666667,-0.31717784430961626,0.6,1,1,3,2,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6460327821885538,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.3762103910774785,4652.5000005,0.0,0.006666667,-0.31717784430961626,0.0,1,1,4,4,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.3762103910774785,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.66851798144781,68.0,0.0,0.05,-0.31717784430961626,0.4,3,2,2,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.66851798144781,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6235475829292975,352.0,0.0,0.05,-0.31717784430961626,0.0,4,1,1,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6235475829292975,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.21881399626268455,13689.5,0.003030303,0.006060606,-0.31717784430961626,0.2,2,5,1,4,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.21881399626268455,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.39869559033673474,3113.6,0.017142857,0.057142857,-0.31717784430961626,0.0,1,1,1,2,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.39869559033673474,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6460327821885538,240.0,0.066666667,0.133333333,-0.31717784430961626,0.2,3,2,1,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6460327821885538,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.46615118811450357,8809.1666663,0.0,0.003636364,-0.31717784430961626,0.0,3,2,1,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.46615118811450357,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6910031807070663,0.0,0.2,0.2,-0.31717784430961626,0.6,2,2,3,2,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6910031807070663,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6910031807070663,0.0,0.2,0.2,-0.31717784430961626,0.0,1,1,3,4,Returning_Visitor,True,False,-0.6969929641233985,-0.39647790101721353,-0.6910031807070663,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.44366598885524733,3182.0000004000003,0.011111111,0.026111111,-0.31717784430961626,0.2,3,2,1,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.44366598885524733,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.66851798144781,58.0,0.0,0.1,-0.31717784430961626,1.0,2,4,4,2,Returning_Visitor,True,False,-0.6969929641233985,-0.39647790101721353,-0.66851798144781,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6235475829292975,640.0,0.0,0.075,-0.31717784430961626,0.0,4,2,2,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6235475829292975,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6235475829292975,542.6666668,0.05,0.025,-0.31717784430961626,0.4,3,3,1,4,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6235475829292975,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6910031807070663,0.0,0.2,0.2,-0.31717784430961626,0.2,2,4,1,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6910031807070663,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6910031807070663,0.0,0.2,0.2,-0.31717784430961626,0.6,3,2,3,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6910031807070663,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5072280472465313,56.0,1.1781951605199883,120.0,0.09597879336690328,35954.7000012,0.0,0.014736467,0.7301837724477731,0.2,2,2,4,1,Returning_Visitor,False,False,0.5072280472465313,1.1781951605199883,0.09597879336690328,8.0,144.0,72.0,3.0178400424588085,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6235475829292975,416.0,0.0,0.05,-0.31717784430961626,0.4,2,6,6,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6235475829292975,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.09488245843843363,16.0,-0.39647790101721353,0.0,-0.3537251918182222,6106.9841264,0.011764706,0.046568627,-0.31717784430961626,0.6,2,4,2,1,Returning_Visitor,False,False,-0.09488245843843363,-0.39647790101721353,-0.3537251918182222,0.0,32.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.578577184410785,1014.0,0.0,0.016666667,-0.31717784430961626,0.4,1,1,3,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.578577184410785,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.5336067858922724,3206.4,0.05,0.120833333,-0.31717784430961626,0.0,1,1,1,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.5336067858922724,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9156700699863904,279.4166667,-0.39647790101721353,0.0,0.23088998892244092,65250.499986,0.009,0.019666667,1.746003189749529,0.0,1,1,3,2,Returning_Visitor,False,False,2.9156700699863904,-0.39647790101721353,0.23088998892244092,0.0,504.0,0.0,3.671440594256984,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.39869559033673474,9891.0,0.0,0.007142857,-0.31717784430961626,0.0,2,2,5,4,Returning_Visitor,True,False,-0.6969929641233985,-0.39647790101721353,-0.39869559033673474,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6910031807070663,0.0,0.2,0.2,-0.31717784430961626,0.0,2,2,4,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6910031807070663,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20617279440404881,87.83333333,-0.39647790101721353,0.0,-0.10638799996640319,21554.9999991,0.0,0.012643678,0.9170114156804031,0.8,2,2,3,1,Returning_Visitor,False,True,0.20617279440404881,-0.39647790101721353,-0.10638799996640319,0.0,81.0,0.0,3.1745491837420796,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5072280472465313,44.0,-0.39647790101721353,0.0,1.3101795533667422,625677.4999800001,0.002150538,0.015013034,-0.31717784430961626,0.0,4,1,1,3,Returning_Visitor,False,False,0.5072280472465313,-0.39647790101721353,1.3101795533667422,0.0,360.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6910031807070663,0.0,0.2,0.2,-0.31717784430961626,0.6,2,2,5,1,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6910031807070663,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.3087547932997097,16236.0,0.0,0.007407407,-0.31717784430961626,0.0,2,7,2,4,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.3087547932997097,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6910031807070663,0.0,0.2,0.2,-0.31717784430961626,0.2,3,2,3,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6910031807070663,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6910031807070663,0.0,0.2,0.2,-0.31717784430961626,0.0,2,6,1,2,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6910031807070663,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.26378439478119714,3947.555556,0.025,0.0525,-0.31717784430961626,0.0,2,6,6,1,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.26378439478119714,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.66851798144781,86.0,0.0,0.1,-0.31717784430961626,0.4,2,2,3,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.66851798144781,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.5336067858922724,3413.3333336,0.0,0.0125,-0.31717784430961626,0.0,2,4,3,2,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.5336067858922724,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.6460327821885538,405.0,0.0,0.066666667,-0.31717784430961626,0.0,2,4,3,3,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.6460327821885538,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6969929641233985,0.0,-0.39647790101721353,0.0,-0.3537251918182222,9413.3333328,0.0,0.025,-0.31717784430961626,0.0,2,4,1,1,Returning_Visitor,False,False,-0.6969929641233985,-0.39647790101721353,-0.3537251918182222,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3135595643014257,1005.666667,-0.39647790101721353,0.0,0.09597879336690328,76008.300012,0.004347826,0.014492754,0.29891472746498116,0.0,2,6,1,2,Returning_Visitor,False,True,2.3135595643014257,-0.39647790101721353,0.09597879336690328,0.0,360.0,0.0,2.5208698152934077,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
